Title;Summary;Article URL;Date;Document_Type;Product_Type;Countries;Regions;Drug_names;Language;Source URL;title_english;summary_english;File_Name
Information session on MDR/IVDR for international regulators – 4 July 2024;"Peter Bischoff -Everding European Commission Directorate-General for Health and Food Safety (DG SANTE) Unit D.3 – Medical DevicesThe EU Regulations on medical devices and in vitro diagnostic medical devices Information session for international regulators and stakeholders 4 July2024 1.Welcome and scene setter 2.State ofplay ofimplementation •Regulation (EU) 2017/745 on medical devices (MDR) •Regulation (EU) 2017/746 on in vitro diagnostic medical devices (IVDR) 3.Q&A 4.Demo ofEUDAMED, UDI, EMDNAgendaHousekeeping rules 1.please indicate your organisation and name („editdisplay name “) 2.please mute your microphone ,when youdon‘t speak ; 3.usethe‚raise your hand ‘ button , ifyouwant tospeak •Regulation (EU) 2017/745 on medical devices (MDR)...";https://health.ec.europa.eu/events/information-session-mdrivdr-international-regulators-4-july-2024-2024-07-04_en;09/07/2024;Amendment;Medical Device;European Union, Global;European Union, Global;None;English;https://health.ec.europa.eu/medical-devices-sector/latest-updates_en?page=1/;None;None;ED_Medical.xlsx
MDCG 2021-4 rev.1 - Application of transitional provisions for certification of class D in vitro diagnostic medical devices under Reg (EU) 2017/746 - September 2024;Medical Devices Medical Device Coordination Group Document MDCG 2021-4 Rev. 1 1 MDCG 2021-4 Rev. 1 Application of transitional provisions for certification of class D in vitro diagnostic medical devices according to Regulation (EU) 2017/746 September 2024 This document has been endorsed by the Medical Device Coordination Group (MDCG) established by Article 103 of Regulation (EU) 2017/745. The MDCG is composed of representatives of all Member States and a representative of the European Commission chairs it. The document is not a European Commission document and it cannot be regarded as reflecting the official position of the European Commission.;https://health.ec.europa.eu/latest-updates/mdcg-2021-4-rev1-application-transitional-provisions-certification-class-d-vitro-diagnostic-medical-2024-09-25_en;25/09/2024;Expert Report;Medical Device;European Union;European Union;None;Multiple;https://health.ec.europa.eu/medical-devices-sector/latest-updates_en?page=1/;None;None;ED_Medical.xlsx
MDCG 2024-12 - Guidance and templates for conformity assessment bodies, notified bodies, designating authorities, and joint assessment teams;Medical Device Coordination Group Document MDCG 2024 -12 applicable for  MDR  IVDR Page 1 of 11 MDCG 202 4-12 Corrective and preventive action (CAPA) plan assessment : guidance and template s for conformity assessment bodies, notified bodies, designating authorities and joint assessment teams October 2024 This document has been endorsed by the Medical Device Coordination Group (MDCG) established by Article 103 of Regulation (EU) 2017/745. The MDCG is composed of representatives of all Member States and it is chaired by a representative of the European Commission. The document is not a European Commission document and it cannot be...;https://health.ec.europa.eu/latest-updates/mdcg-2024-12-guidance-and-templates-conformity-assessment-bodies-notified-bodies-designating-2024-10-07_en;07/10/2024;Announcement;Small Molecule;European Union;European Union;None;English;https://health.ec.europa.eu/medical-devices-sector/latest-updates_en?page=1/;None;None;ED_Medical.xlsx
"MDCG 2024-11 - Guidance on qualification of in vitro diagnostic medical devices	(October 2024)";Medical Devices Medical Device Coordination Group Document MDCG 202 4-11 Page 1 of 13 MDCG 2024- 11 Guidance on qualification of in vitro diagnostic medical devices October 2024 This document has been endorsed by the Medical Device Coordination Group (MDCG) established by Article 103 of Regulation (EU) 2017/745. The MDCG is composed of representatives of all Member States and it is chaired by a representative of the European Commi ssion. The document is not a European Commission document and it cannot be regarded as reflecting the official position of the European Commission. Any views expressed in this document are not...;https://health.ec.europa.eu/latest-updates/mdcg-2024-11-guidance-qualification-vitro-diagnostic-medical-devices-october-2024-2024-10-08_en;08/10/2024;Law;Biological;European Union, Global;European Union, Global;None;English;https://health.ec.europa.eu/medical-devices-sector/latest-updates_en?page=1/;None;None;ED_Medical.xlsx
MDCG 2023-3 rev.2 - Questions and Answers on vigilance terms and concepts as outlined in the Regulation (EU) 2017/745 under Regulation (EU) 2017/746 - January 2025;Medical Devices Medical Device Coordination Group Document MDCG 2023-3 Rev.2 Page 1 of 24 MDCG 2023-3 Rev. 2 Questions and Answers on vigilance terms and concepts as outlined in the Regulation (EU) 2017/745 and Regulation (EU) 2017/746 January 2025 This document has been endorsed by the Medical Device Coordination Group (MDCG) established by Article 103 of Regulation (EU) 2017/745. The MDCG is composed of representatives of all Member States and it is chaired by a representative of the European Commi ssion. The document is not a European Commission document and it cannot be regarded as reflecting the official position of...;https://health.ec.europa.eu/latest-updates/mdcg-2023-3-rev2-questions-and-answers-vigilance-terms-and-concepts-outlined-regulation-eu-2017745-2025-01-07_en;07/01/2025;Law;Drug Substance;Iceland, Turkey, Norway, Global, European Union;Northern Europe, European Union, Middle East, Global;None;Multiple;https://health.ec.europa.eu/medical-devices-sector/latest-updates_en?page=0/;None;None;ED_Medical.xlsx
Revised versions and new guidance are available in the EMDN section;This page provides a range of documents to assist stakeholders in applying: Regulation (EU) 2017/745 on medical devices (MDR) and Regulation (EU) 2017/746 (IVDR) on in vitro diagnostic medical devices . The majority of documents on this page are endorsed by the Medical Device Coordination Group (MDCG) in accordance with Article 105 of the MDR and Article 99 of the IVDR. They are drafted in collaboration with interested parties represented in the various groups and denominated by the following format: “MDCG Year-Number-revision”. The documents on this page are not legally binding. They present a common understanding of how the MDR and IVDR should be applied in practice aiming at an effective and harmonised implementation of the legislation. Guidance documents are regularly reviewed to see whether they need to be revised or archived. Obsolete guidance is available here . Ongoing development/revision of guidance. Manual on borderline and classification under Regulations (EU) 2017/745 and 2017/746 v3 Background note on the use of the Manual on borderline and classification for medical devices under the Directives. MDCG 2024-5 MDCG 2024-5 Appendix A Guidance on the Investigator’s Brochure content Appendix A of the MDCG 2024-5 April2024 April2024 MDCG 2024-3 MDCG 2024-3 Appendix A Guidance on content of the Clinical Investigation Plan for clinical investigations of medical devices Clinical Investigation Plan Synopsis Template March 2024 March 2024 MDCG 2020-10/1 rev.1 MDCG 2020-10/2 rev.1 Guidance on sufficient clinical evidence for legacy devices Background note on the relationship between MDCG 2020-6 and MEDDEV 2.7/1 rev.4 on clinical evaluation EUDAMED Information Centre MDCG 2024-4 MDCG 2024-4 Appendix Safety reporting in performance studies of in vitro diagnostic medical devices under Regulation (EU) 2017/746 Appendix – Performance Study Summary Safety Reporting Form MDCG 2024-7 rev.1 MDCG 2021-15/MDCG 2024-7 Annex Preliminary assessment review (PAR) form template (MDR) Annex to Application Form & PAR Template MDR (List of documents) MDCG 2024-8 rev.1 MDCG 2021-16/MDCG 2024-8 Annex Preliminary assessment review (PAR) form template (IVDR) Annex to Application Form & PAR Template IVDR (List of documents) Guidance on significant changes regarding the transitional provision under Article 120 of the MDR with regard to devices covered by certificates according to MDD or AIMDD Note to the reader: Due to technical issues, please disregard the document displayed from 7 September 2023 until 8 September 2023. MDCG 2024-12 MDCG 2024-12 Annex I Form MDCG 2024-12 Annex II Form Corrective and preventive action (CAPA) plan assessment: guidance and templates for conformity assessment bodies, notified bodies, designating authorities, and joint assessment teams Annex I: Template CAPA plan and assessment thereon Annex II: Template JAT review of the CAPA and the DA's opinion MDCG 2021-16 rev.1 MDCG 2021-16/MDCG 2024-8 Annex Application form to be submitted by a conformity assessment body when applying for designation as notified body under the in vitro diagnostic devices regulation ( IVDR ) Annex to Application Form & PAR Template IVDR (List of documents) MDCG 2021-15 rev.1 MDCG 2021-15/MDCG 2024-7 Annex Application form to be submitted by a conformity assessment body when applying for designation as notified body under the medical devices regulation ( MDR ) Annex to Application Form & PAR Template MDR (List of documents) PMSV reporting forms UDI Helpdesk;https://health.ec.europa.eu/medical-devices-sector/new-regulations/guidance-mdcg-endorsed-documents-and-other-guidance_en;28/01/2025;Announcement;Biological;Germany, Japan, Singapore, United States, African Union, Switzerland, Brazil, South Korea, Austria, China, Denmark, South Africa, France, Iceland, United Kingdom, Norway, Canada, Global, Netherlands, Italy, Finland, European Union, Greece, Russia, Luxembourg, India, Turkey, Ireland, Portugal;Eastern Europe, Central Europe, South America, South Asia, African Union, Southeast Asia, Western Europe, Southern Europe, Global, Northern Europe, European Union, East Asia, Southern Africa, Middle East, North America;None;Multiple;https://health.ec.europa.eu/medical-devices-sector/latest-updates_en?page=0/;None;None;ED_Medical.xlsx
The new MIR PDF 7.3.1 is published;1 Manufacturer incident report (MIR ) v7.3. 1 Helptext for reporting Serious Incidents (MDR/IVDR) 1. MIR Helptext 2. Rules 3. EMDN Coding & IMDRF Adverse Event Terminology 4. Medical Device Risk Class and Notified body properties 5. XML Element Field Map 2 MIR Helptext Help text Mandatory properties Comments Section Combined initial & final Initial Follow Up Final (Reportable incident ) Final (Non - reportable incident ) 1. Administrative information 1.1 Responsible competent authority in which country the incident occurred a Name of receiving national competent authority (NCA) NCA to which the report is being sent . Y Y Y...;https://health.ec.europa.eu/medical-devices-sector/new-regulations/guidance-mdcg-endorsed-documents-and-other-guidance/pmsv-reporting-forms_en;05/05/2025;Announcement;Small Molecule;Turkey, Ireland, Global, United States, European Union;Global, Northern Europe, European Union, Middle East, North America;None;Multiple;https://health.ec.europa.eu/medical-devices-sector/latest-updates_en?page=0/;None;None;ED_Medical.xlsx
New treatment for adults with acute lymphoblastic leukaemia; EMA has recommended granting a conditional marketing authorisation in the European Union for Aucatzyl (obecabtagene autoleucel) to treat adults from 26 years of age with relapsed or refractory B-cell precursor acute lymphoblastic leukaemia (;https://www.ema.europa.eu/en/news/new-treatment-adults-acute-lymphoblastic-leukaemia;23/05/2025;Law;Biological;Italy, Netherlands, United Kingdom, European Union, African Union;Western Europe, Southern Europe, Northern Europe, European Union, African Union;Aucatzyl, obecabtagene autoleucel;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Leveraging the power of data for public and animal health; EMA and the Heads of Medicines Agencies have published a joint workplan . The workplan lays out a roadmap for managing, analysing, and sharing data across the network . It also provides a framework for coordination to address new legislative initiatives in the European Union .;https://www.ema.europa.eu/en/news/leveraging-power-data-public-animal-health;07/05/2025;Law;Small Molecule;Netherlands, European Union, Global;European Union, Global, Western Europe;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Meeting highlights from the Committee for Veterinary Medicinal Products (CVMP) 8-9 April 2025; The Committee adopted by consensus a positive opinion for a marketing authorisation from Intervet International B.V. for Nobilis Multriva IBm+ND . Committee also adopted positive opinions for the active immunisation of chickens for reduction of respiratory signs and egg drop caused by infectious bron;https://www.ema.europa.eu/en/news/meeting-highlights-committee-veterinary-medicinal-products-cvmp-8-9-april-2025;11/04/2025;Announcement;Biological;Netherlands, European Union, African Union, Global;European Union, African Union, Global, Western Europe;Sirolimus, Emevet, dibutyl sebacate, maropitant;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Joint strategy sets direction of EMA and EU medicines regulatory agencies to 2028; EMA and the Heads of Medicines Agencies have published their joint EU medicines agencies’ network strategy to 2028 (EMANS) The updated document will guide the European medicines regulatory network over the next few years to meet the challenges ahead, including preparing for, and responding to,;https://www.ema.europa.eu/en/news/joint-strategy-sets-direction-ema-eu-medicines-regulatory-agencies-2028;18/03/2025;Law;Vaccine;Netherlands, European Union, Global;European Union, Global, Western Europe;HMA;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 24-27 February 2025;Four new medicines recommended for approval EMA’s human medicines committee (CHMP) recommended four medicines for approval at its February 2025 meeting. The committee recommended granting a marketing ...;https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-24-27-february-2025;28/02/2025;Announcement;Biological;Austria, Germany, Ireland, Italy, Netherlands, Ecuador, United States, Mali, European Union, African Union, Global;South America, Central Europe, Western Europe, Southern Europe, Global, Northern Europe, European Union, African Union, Western Africa, North America;tezacaftor, trabectedin, daratumumab, ivacaftor/tezacaftor/elexacaftor, pirtobrutinib, Nitrosamine, temozolomide, Keytruda, Kaftrio, Kizfizo, pegfilgrastim, Lynozyfic, PLD, nitrosamine, pembrolizumab, CHMP, Champix, durvalumab AstraZeneca AB, GmbH*, Kalydeco, rilonacept, Leqembi, linvoseltamab, Dupixent, selvacovatein, varenicline, Pelgraz, platinum, Bimervax, Ixchiq, ivacaftor, Trabectedin, Deqsiga, AG, COVID-19;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
First topical gene therapy treatment for dystrophic epidermolysis bullosa; EMA has recommended granting a marketing authorisation in the European Union for Vyjuvek (beremagene geperpavec) to treat wounds in patients of all ages with dystrophic epidermolysis bullosa (DEB) The recommendation is based;https://www.ema.europa.eu/en/news/first-topical-gene-therapy-treatment-dystrophic-epidermolysis-bullosa;28/02/2025;Law;Drug Product;Netherlands, European Union, African Union;European Union, African Union, Western Europe;Vyjutek, Vyjuvek, DEB;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Combination of cystic fibrosis medicines to treat patients with rare mutations; EMA’s human medicines committee (CHMP) has recommended extending the therapeutic indication of Kaftrio and Kalydeco for cystic fibrosis . The CHMP based its recommendation on the assessment of efficacy and safety data from clinical and in vitro (laboratory);https://www.ema.europa.eu/en/news/combination-cystic-fibrosis-medicines-treat-patients-rare-mutations;28/02/2025;Law;Drug Substance;France, Ireland, Netherlands, United States, European Union, African Union, Global;Western Europe, Global, Northern Europe, European Union, African Union, North America;tezacaftor, elexacaftor, Kalydeco, Kaftrio, ivacaftor;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
New clinical trial map launched in the EU; Users can look for ongoing trials by geographic area and medical condition . Search results offer investigator’s contact details, enabling members of the public to directly enquire about potential enrolment into a given trial . The creation of the map is an action of the Accelerating Clinical Trials in the;https://www.ema.europa.eu/en/news/new-clinical-trial-map-launched-eu;03/03/2025;Law;Other;Netherlands, European Union, African Union;European Union, African Union, Western Europe;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA Management Board elects new chair; Rui Santos Ivo takes over from Lorraine Nolan, Chief Executive of the Irish Health Products Regulatory Authority, who will complete her mandate as chair of the Board on 21 March 2025 . He is president of the Portuguese National Authority of Medicines and Healthcare Products (Infarmed) Mr Santos;https://www.ema.europa.eu/en/news/ema-management-board-elects-new-chair;13/03/2025;Law;Drug Substance;Netherlands, Portugal, European Union, African Union, Global;Western Europe, Southern Europe, Global, European Union, African Union;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Unregulated advanced therapy medicinal products pose serious risks to health; EMA and Heads of Medicines Agencies are warning the public about the dangers of unregulated advanced therapy medicinal products (ATMPs) ATMPs are medicinal products that are based on genes, tissues or cells . When these medicines are regulated (i.e. authorised via EMA;https://www.ema.europa.eu/en/news/unregulated-advanced-therapy-medicinal-products-pose-serious-risks-health;13/03/2025;Law;Drug Substance;Netherlands, European Union, African Union;European Union, African Union, Western Europe;ATMPs;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Meeting highlights from the Pharmacovigilance Risk Assessment Committee (PRAC) 10-13 March 2025; EMA’s safety committee (PRAC) carried out its broad range of responsibilities, which cover all aspects of the risk management of the use of medicines: assessment of safety signals, risk management plans, periodic safety update reports and post-authorisation safety studies . Committee did not;https://www.ema.europa.eu/en/news/meeting-highlights-pharmacovigilance-risk-assessment-committee-prac-10-13-march-2025;14/03/2025;Law;Drug Substance;Netherlands, United States, European Union, African Union;European Union, African Union, North America, Western Europe;Finasteride-, dutasteride;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA Management Board: highlights of March 2025 meeting; Rui Santos Ivo elected as new chair of the EMA Management Board for a three-year period . Board also thanked Lorraine Nolan, Chief Executive of the Irish Health Products Regulatory Authority, for her leadership as chair between 2022 and 2025 . Board adopted joint European Medicines Agencies;https://www.ema.europa.eu/en/news/ema-management-board-highlights-march-2025-meeting;14/03/2025;Announcement;Drug Substance;Netherlands, Portugal, European Union, African Union, Global;Western Europe, Southern Europe, Global, European Union, African Union;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
First vaccine against epizootic haemorrhagic disease recommended for approval; Hepizovac is the first vaccine against epizootic haemorrhagic disease (EHD) authorised in the EU for use in cattle . Vaccine contains an inactivated form of the EHDV serotype 8 along with adjuvants to help stimulate the immune;https://www.ema.europa.eu/en/news/first-vaccine-against-epizootic-haemorrhagic-disease-recommended-approval;14/03/2025;Law;Drug Product;Netherlands, European Union, African Union;European Union, African Union, Western Europe;Hepizovac, EHDV;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Meeting highlights from the Committee for Veterinary Medicinal Products (CVMP) 11-13 March 2025;CVMP opinions on veterinary medicinal products The Committee adopted by consensus a positive opinion for a marketing authorisation under exceptional circumstances for Hepizovac (Epizootic haemorrhagic...;https://www.ema.europa.eu/en/news/meeting-highlights-committee-veterinary-medicinal-products-cvmp-11-13-march-2025;14/03/2025;Law;Biological;Italy, Netherlands, European Union, African Union, Global;Western Europe, Southern Europe, Global, European Union, African Union;florfenicol, Rheumocam, terbinafine, Osurnia, CZ, betamethasone acetate, Hepizovac, finrozole, praziquantel, S.A.U., meloxicam, Prazivetin;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA qualifies first artificial intelligence tool to diagnose inflammatory liver disease (MASH) in biopsy samples; EMA’s human medicines committee (CHMP) has issued the first Qualification Opinion (QO) on an innovative development methodology based on artificial intelligence (AI) The tool, called AIM-NASH, helps pathologists analyse liver biopsy scans to identify the severity;https://www.ema.europa.eu/en/news/ema-qualifies-first-artificial-intelligence-tool-diagnose-inflammatory-liver-disease-mash-biopsy-samples;20/03/2025;Law;Other;Netherlands, European Union, African Union, Global;European Union, African Union, Global, Western Europe;CHMP, alcohol, cholesterol;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA establishes regular procedure for scientific advice on certain high-risk medical devices; EMA has established a standard procedure for manufacturers of certain high-risk medical devices to request scientific advice on their intended clinical development strategy and proposals for clinical investigation . Manufacturers of class III devices and class IIb active devices intended to administer or remove medicines can now submit their request for advice;https://www.ema.europa.eu/en/news/ema-establishes-regular-procedure-scientific-advice-certain-high-risk-medical-devices;24/03/2025;Announcement;Medical Device;Netherlands, European Union, African Union;European Union, African Union, Western Europe;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 24-27 March 2025;Five new medicines recommended for approval EMA’s human medicines committee (CHMP) recommended five medicines for approval at its March 2025 meeting. The committee recommended granting a marketing aut...;https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-24-27-march-2025;28/03/2025;Law;Biological;France, Germany, Hungary, Ireland, Netherlands, Mali, European Union, African Union, Global;Central Europe, Western Europe, Global, Northern Europe, European Union, African Union, Western Africa;Citrus limon fresh fruit / dry aqueous extract of paullinia cupana seed / dry hydroethanolic extract of theobroma cacao seed, bupropion, florbetapir, Qoyvolma, Jubereq, glucocorticoids, ustekinumab, glucose, atropine sulfate, Osvyrti, hydroethanolic extract of Theobroma cacao, extract of Paullinia cupana, phosphate, Ferric citrate, W/W) of Allium cepa, Amyvid, naltrexone, phosphorous, iron, CHMP, donanemab, denosumab, Pemazyre*, Cinainu, ferric citrate, Xoanacyl, AB liquid ethanolic extract of Allium cepa, Kisunla, Ryjunea, pemigatinib, Mysimba;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA concludes review of weight management medicine Mysimba;EMA’s human medicines committee (CHMP) has finalised its review of Mysimba (naltrexone / bupropion), a medicine used for weight management in adults with obesity or overweight. The review was prompted...;https://www.ema.europa.eu/en/news/ema-concludes-review-weight-management-medicine-mysimba;28/03/2025;Law;Other;Netherlands, European Union, African Union, Global;European Union, African Union, Global, Western Europe;bupropion, CHMP, naltrexone, Mysimba;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
First report on EU-wide sales and use of antimicrobials in animals;For the first time, all the 27 countries of the European Union (EU27) together with Iceland and Norway, have collected and reported data on both sales and use of antimicrobials in animals in their cou...;https://www.ema.europa.eu/en/news/first-report-eu-wide-sales-use-antimicrobials-animals;31/03/2025;Law;Small Molecule;Estonia, Finland, Iceland, Italy, Netherlands, Norway, Turkey, Mali, European Union, African Union, Global;Western Europe, Southern Europe, Global, Northern Europe, European Union, African Union, Western Africa, Middle East;tetracyclines, sulfonamides, penicillins, SK, DA;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Streamlining development and assessment of biosimilar medicines; EMA is exploring improvements to the development and evaluation of biosimilars . Biosimilars are authorised based on studies comparing them to their reference medicine . Stakeholders are invited to send their comments on the reflection paper via an online EUSurvey until 30 September 2025 .;https://www.ema.europa.eu/en/news/streamlining-development-assessment-biosimilar-medicines;01/04/2025;Law;Biological;Netherlands, European Union, African Union;European Union, African Union, Western Europe;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Clinical Trials Information System designated as WHO primary registry; The Clinical Trials Information System (CTIS) has been designated as a primary registry by the World Health Organisation (WHO) CTIS adheres to specific criteria for content, data quality and validity, accessibility, unique identification, technical capacity, and administration . CTIS has already been a registered;https://www.ema.europa.eu/en/news/clinical-trials-information-system-designated-who-primary-registry;03/04/2025;Order;Other;Netherlands, European Union, African Union, Global;European Union, African Union, Global, Western Europe;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EU recommendations for 2025/2026 seasonal flu vaccine composition;" Manufacturers of live-attenuated vaccines, or egg-based trivalent vaccines should include these three virus strains for the 2025/2026 season: an A/Victoria/4897/2022 (H1N1)pdm09-like virus; an A.";https://www.ema.europa.eu/en/news/eu-recommendations-2025-2026-seasonal-flu-vaccine-composition;09/04/2025;Announcement;Biological;Austria, Croatia, Netherlands, United Kingdom, Seychelles, European Union, African Union, Global;Central Europe, Western Europe, European Union, Southern Europe, Global, Northern Europe, Eastern Africa, African Union;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Meeting highlights from the Pharmacovigilance Risk Assessment Committee (PRAC) 7-10 April 2025; EMA’s safety committee (PRAC) carried out its broad range of responsibilities, which cover all aspects of the risk management of the use of medicines: assessment of safety signals, risk management plans, periodic safety update reports and post-authorisation safety studies . Committee did not;https://www.ema.europa.eu/en/news/meeting-highlights-pharmacovigilance-risk-assessment-committee-prac-7-10-april-2025;11/04/2025;Law;Drug Substance;Netherlands, United States, European Union, African Union;European Union, African Union, North America, Western Europe;Finasteride-, dutasteride;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Tackling vulnerabilities in the supply chain of radiopharmaceuticals in the EU; Medicines contain radioactive forms of chemical elements called radioisotopes . Their use is steadily increasing, while manufacturing capacity in Europe is limited . Production of radiopharmaceuticals is reliant on stable isotopes and other materials that are sourced mainly from third countries .;https://www.ema.europa.eu/en/news/tackling-vulnerabilities-supply-chain-radiopharmaceuticals-eu;14/04/2025;Law;Drug Product;Netherlands, European Union, African Union;European Union, African Union, Western Europe;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA business hours over Easter holiday period; EMA's office is closed from 18:00 on Wednesday 16 April 2025 to 08:30 on Tuesday 22 April 2025 . Outside of working hours and on public holidays it is possible to call the product emergency hotline on +31(0)88 781 7600 .;https://www.ema.europa.eu/en/news/ema-business-hours-over-easter-holiday-period-0;15/04/2025;Other Type;Other;Netherlands, European Union, African Union;European Union, African Union, Western Europe;+31(0)88 781 7600;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 22-25 April 2025;16 new medicines recommended for approval EMA’s human medicines committee (CHMP) recommended 16 medicines for approval at its April 2025 meeting. The CHMP recommended granting a marketing authorisatio...;https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-22-25-april-2025;25/04/2025;Announcement;Biological;Ireland, Italy, Netherlands, Iran, Mali, European Union, African Union, Global;Western Europe, Southern Europe, Global, Northern Europe, European Union, African Union, Western Africa, Middle East;tezacaftor, Ziihera*, damoctocog alfa pegol Bayer AG remdesivir Gilead, efgartigimod alfa Argenx baloxavir marboxil, trastuzumab, somatrogon, Dazluma, Vevzuo, clascoterone, Izamby, Enwylma, Adcetris, Yaxwer, Duvyzat*, Junod, diflunisal, vanzacaftor, givinostat, sepiapterin, teprotumumab, zanidatamab, amino acid phenylalanine, Oczyesa, Zadenvi, CHMP, octreotide, Winlevi, donanemab, brentuximab vedotin Takeda Pharma A/S riociguat Bayer AG vutrisiran Alnylam Netherlands B.V. acalabrutinib AstraZeneca AB mercaptamine, deutivacaftor, denosumab, denosumab Zentiva, Dazublys, Ngenla, Alyftrek, Denbrayce, givinostat Italfarmaco, Denosumab BBL, Tepezza, Kisunla, troriluzole hydrochloride monohydrate;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
First treatment against severe thyroid eye disease; EMA has recommended granting a marketing authorisation in the European Union (EU) for Tepezza (teprotumumab), for the treatment of adults with moderate to severe thyroid eye disease . The active substance of the drug is teprotomumab, a mon;https://www.ema.europa.eu/en/news/first-treatment-against-severe-thyroid-eye-disease;25/04/2025;Law;Biological;Netherlands, European Union, African Union;European Union, African Union, Western Europe;glucose, Tepezza, teprotumumab;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
New treatment against Duchenne muscular dystrophy; Duvyzat (givinostat) is an oral suspension to be taken at the same time as corticosteroid treatment . DMD is a rare genetic disease caused by a lack of dystrophin, a protein that helps strengthen muscle fibres and protect them;https://www.ema.europa.eu/en/news/new-treatment-against-duchenne-muscular-dystrophy;25/04/2025;Announcement;Drug Product;Netherlands, European Union, African Union, Global;European Union, African Union, Global, Western Europe;Duvyzat, steroid, givinostat;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Management Board meeting on possible renewal of Executive Director’s mandate; EMA’s Management Board has unanimously recommended the renewal of Executive Director Emer Cooke's mandate . This recommendation was given in response to a consultation request from the European Commission . Ms Cooke is currently set to complete her first mandate as the head of the Agency in November 2025 .;https://www.ema.europa.eu/en/news/management-board-meeting-possible-renewal-executive-directors-mandate;28/04/2025;Instructions;Other;Netherlands, European Union, African Union, Global;European Union, African Union, Global, Western Europe;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA closed 1 May; The European Medicines Agency's office is closed from 18:00 on Wednesday 30 April 2025 to 08:30 on Friday 2 May 2025 . Outside of working hours, it is possible to call the product emergency hotline on +31(0)88 781 7600 .;https://www.ema.europa.eu/en/news/ema-closed-1-may-0;29/04/2025;Law;Other;Netherlands, European Union, African Union;European Union, African Union, Western Europe;+31(0)88 781 7600;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA closed on 9 May; The European Medicines Agency's office is closed from 18:00 on Thursday 8 May 2025 to 08:30 on Monday 12 May 2025 . EMA is hosting its first Open Door Day on Friday 9 May, Europe Day . This event is part of the celebrations of EMA's 30;https://www.ema.europa.eu/en/news/ema-closed-9-may;07/05/2025;Law;Other;Netherlands, European Union, African Union;European Union, African Union, Western Europe;+31(0)88 781 7600;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA starts review of Ixchiq (live attenuated chikungunya vaccine);EMA’s safety committee (PRAC) has started a review of Ixchiq (a live attenuated chikungunya vaccine) following reports of serious adverse events in elderly people. Many of the people affected also had...;https://www.ema.europa.eu/en/news/ema-starts-review-ixchiq-live-attenuated-chikungunya-vaccine;07/05/2025;Law;Vaccine;Austria, Belgium, Denmark, Finland, France, Germany, Luxembourg, Netherlands, Norway, Sweden, Ecuador, European Union, African Union, Global;Central Europe, South America, Western Europe, Global, Northern Europe, European Union, African Union;Ixchiq;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
